group_id,post_id,text,image_urls,likes,reposts,popularity,классические,черный юмор,политика,постирония,жиза,шаблонные,современные,старые,мудро,добрые
209379140,30670,,"['https://sun9-50.userapi.com/s/v1/ig2/lHeXenQhGBPbqF50MOfqTbFJxOXDw72E0K_ykZy4suDTYEUspyI3dvA9cEIhtksI9ScDj8ESe-qyhJZLbQUz_shX.jpg?quality=95&as=32x30,48x46,72x68,108x102,160x152,240x228,360x342,480x455,540x512,640x607,720x683,1080x1025,1280x1214,1440x1366,1678x1592&from=bu&cs=510x484', 'https://sun9-61.userapi.com/s/v1/ig2/f31PgLBl9pwaXLjcIwtzbPzJm0fiDGBW_Kfqrb-0nNsRKsXqdbztLoflLM-QK1AYm4rJHB6uiqYqxvjxUnUoDPsz.jpg?quality=95&as=32x30,48x46,72x68,108x102,160x152,240x228,360x342,480x455,540x512,640x607,720x683,1080x1025,1280x1214,1440x1366,1678x1592&from=bu&cs=510x484', 'https://sun9-38.userapi.com/s/v1/ig2/Ask5jlG_3MynoGSxINRCyBc33tBkYODu3rPK-fd37VIPSz7bCYwNimo8dvZuk7FB7NUv0Li-OkIwNsnMTit-4_mR.jpg?quality=95&as=32x30,48x46,72x68,108x102,160x152,240x228,360x342,480x455,540x512,640x607,720x683,1080x1025,1280x1214,1440x1366,1678x1592&from=bu&cs=510x484', 'https://sun9-5.userapi.com/s/v1/ig2/7WtAf9k0BX2Eo0736DBd4F7WAfhlC1sUcVVaqj1k_sIVpOdewtsaRgs4PrieoNp7pFcW1Koql_IlccQx2wIXJ5Xu.jpg?quality=95&as=32x30,48x45,72x68,108x102,160x152,240x227,360x341,480x455,540x512,640x606,720x682,1080x1023,1280x1213,1440x1364,1678x1590&from=bu&cs=510x483']",821,521,0.23613055330435423,1,1,0,0,1,1,1,0,0,0
209379140,30664,,"['https://sun9-30.userapi.com/s/v1/ig2/CqYoDJeSaR0okoJJaa0zGjXQUDe7ags0mRPRZ9WF_wVyF0hH_Rxo6fn3YYvUATQtFfHOwMgO3GwXQMFtFO34P-sY.jpg?quality=95&as=32x51,48x76,72x114,108x171,160x253,240x379,360x569,480x759,540x854,640x1012,720x1138,1080x1708,1280x2024,1440x2277,1619x2560&from=bu&cs=510x806']",415,78,0.13256915026164964,1,1,0,0,1,0,0,0,0,0
209379140,30649,,"['https://sun9-37.userapi.com/s/v1/ig2/UWEHfVqLqmvDcl60sqhJ0_MrxtaZ4TEwm_jSPUg0tdyUOWjvjEv0i39jwlZVI2AuOS-9FNei6fI9hamGUNV1qmET.jpg?quality=95&as=32x34,48x50,72x76,108x114,160x168,240x252,360x378,480x504,540x568,640x673,720x757,1080x1135,1280x1345,1440x1513,1920x2018&from=bu&cs=510x536']",597,96,0.13544141838786328,0,1,0,1,1,0,0,0,0,0
209379140,30633,,"['https://sun9-36.userapi.com/s/v1/ig2/vPFbPZ7WfV1Wbdt9ASFIasyvhnBaYaHii2w6afc4kwlBKRYbLH79c0WL7Yt0wWVx1_pBydQ79hF8PKwdEfe8hvfc.jpg?quality=95&as=32x47,48x70,72x106,108x159,160x235,240x352,360x528,480x705,540x793,640x939,720x1057,1080x1585,1280x1879,1440x2114,1744x2560&from=bu&cs=510x749']",545,162,0.1610299376724226,0,1,0,1,1,0,0,0,0,0
209379140,30622,,"['https://sun9-3.userapi.com/s/v1/ig2/D_IYm6xk6F_poA-evBxO0PIbHqnPzQrHujb8VdVrC8eAbXMjFSNs9JgAaF6pVWj23MTk2j86lhwlB1bzxIjkDFl1.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1781x2375&from=bu&cs=510x680']",670,119,0.15855367653928806,0,0,0,1,1,0,0,0,0,0
209379140,30611,,"['https://sun9-75.userapi.com/s/v1/ig2/v9i8EzMvubDozZB22gZk4KB6W5usxft_RmXQgWz_o8Ccvo_3AWazH6C_KcUDmCaYFvFQJo7IoeqTiKYhtvK0t4PM.jpg?quality=95&as=32x36,48x54,72x81,108x121,160x180,240x270,360x405,480x540,540x607,640x720,720x810,1080x1215,1280x1440,1440x1620,1920x2160&from=bu&cs=510x574', 'https://sun2-20.userapi.com/s/v1/ig2/Gr-RQlxZ9bcoQRmmJ7uC390XPHtjC45Ru8nr1LC4vCdSTJxL_wVOUM9FWeJZgGHUVKFN4c9lbi-cvfEW3qg1oHv_.jpg?quality=95&as=32x36,48x54,72x81,108x121,160x180,240x270,360x405,480x540,540x607,640x720,720x810,1080x1215,1280x1440,1440x1620,1920x2160&from=bu&cs=510x574', 'https://sun2-21.userapi.com/s/v1/ig2/lOS2n-sRAGkMhS1LmB7UEaNUWcxSnNaxuw_3xJFJS67X8Cim1vkj6D22Q4ap0gMr506PHZExeITOfSmJryatY_Hy.jpg?quality=95&as=32x36,48x54,72x81,108x121,160x180,240x270,360x405,480x540,540x607,640x720,720x810,1080x1215,1280x1440,1440x1620,1920x2160&from=bu&cs=510x574', 'https://sun9-79.userapi.com/s/v1/ig2/28wJqPKKqeArC6fs59KxhYtgZmmmp6zsb2Hib2NnHPyw43Cedk5z_sp2uW_V2zThQQrdO4j8z6S5HTSdPy_IEKXb.jpg?quality=95&as=32x36,48x54,72x81,108x121,160x180,240x270,360x405,480x540,540x607,640x720,720x810,1080x1215,1280x1440,1440x1620,1920x2160&from=bu&cs=510x574']",653,361,0.16453168044077135,1,1,0,1,0,0,0,0,1,0
209379140,30600,,"['https://sun9-9.userapi.com/s/v1/ig2/ESb2kGsJ7DGJKQJB7qA_OUBqZaO6sidjjNJUvnn-uSL0SfqHRMexzTiHgiwgJtDfKti81S2zIiqD2cbvIOA6rfH0.jpg?quality=95&as=32x52,48x78,72x118,108x176,160x261,240x392,360x588,480x784,540x882,640x1046,720x1176,1080x1764,1280x2091,1440x2353,1567x2560&from=bu&cs=510x833']",676,179,0.16380506416926813,1,1,0,1,1,0,1,0,0,0
209379140,30558,,"['https://sun9-64.userapi.com/s/v1/ig2/TihJPh-UgmovR8n5bVe3g5Uu6RcruaCRA9dtJ5JiRZuiqoeuTBf0u_SGk2EZfLiZbuxglsFgSFq-_yA0Ga7b_YkD.jpg?quality=95&as=32x36,48x54,72x81,108x121,160x180,240x270,360x405,480x540,540x607,640x720,720x810,1080x1215,1280x1440,1440x1620,1920x2160&from=bu&cs=510x574', 'https://sun9-72.userapi.com/s/v1/ig2/dprQQMJhjvfKhC6ER1u28WKOTAfXx4ApNS_Ee9-rHUCsN9-mCqvhzVR0p2oQqhOFLXmKwjjzIpiozS6lOyc0NNJv.jpg?quality=95&as=32x36,48x53,72x80,108x120,160x178,240x267,360x400,480x533,540x600,640x711,720x800,1080x1199,1280x1422,1440x1599,1917x2129&from=bu&cs=510x566', 'https://sun9-32.userapi.com/s/v1/ig2/70Qeckh2Q3Io8_bMZhh8SveoVxsRNmdOnLqjxsAV-hAJFImlN4VDZa9b7iRG8sH9MEbqJiEA2AqrWGiEgaJgFJD3.jpg?quality=95&as=32x36,48x54,72x81,108x121,160x180,240x270,360x405,480x540,540x607,640x720,720x810,1080x1215,1280x1440,1440x1620,1920x2160&from=bu&cs=510x574', 'https://sun9-29.userapi.com/s/v1/ig2/LRoUiIUu3uyzo3OUOSp1xnxexHUpQnHv78gZlR1KGYAvCr9Qzc7zpkKDTyg4D20GZNsQs6aBUEpBT2yQvIensHvq.jpg?quality=95&as=32x38,48x57,72x86,108x129,160x192,240x287,360x431,480x575,540x647,640x767,720x862,1080x1294,1280x1533,1440x1725,1815x2174&from=bu&cs=510x611', 'https://sun9-18.userapi.com/s/v1/ig2/rYYOW6mKSa2QxXaOzxW1vH-5K5Sru-WYm5ZotQaoFU3azcUACRDsbfCYILZB01bteXpIiltZ2Zggo2oIakFsAykU.jpg?quality=95&as=32x36,48x54,72x81,108x122,160x180,240x270,360x406,480x541,540x608,640x721,720x811,1080x1217,1280x1442,1440x1623,1917x2160&from=bu&cs=510x575']",1015,797,0.2475918458781362,0,1,0,0,1,0,0,0,0,0
209379140,30549,,"['https://sun9-49.userapi.com/s/v1/ig2/8_hzkf-NVWh9egv4XbTXu_ne0TYzChGItJAz-wJ7hcPX4F4PT2J1h4-nUeK2T6wt38sebAFK6lnH2WlOXfjtx3Y8.jpg?quality=95&as=32x40,48x60,72x91,108x136,160x201,240x302,360x453,480x604,540x679,640x805,720x906,1080x1359,1190x1497&from=bu&cs=510x642']",851,231,0.19150807612346074,0,0,1,1,1,0,1,0,0,0
209379140,30525,,"['https://sun9-29.userapi.com/s/v1/ig2/f-h4N43tWi3uIbqB10RDnkaCMQOJlZachb_zgaRpPRpqSTxzsFFtG90TqKHryXiI6-APn7A6uoy3FdR8DHzEYkel.jpg?quality=95&as=32x36,48x54,72x81,108x121,160x180,240x270,360x405,480x540,540x607,640x720,720x810,1080x1215,1280x1440,1440x1620,1920x2160&from=bu&cs=510x574', 'https://sun9-52.userapi.com/s/v1/ig2/YLSYHsdiw07S-0k9ak5ivZU8JqFBBkXRKUoB0n1L6krCAU9LrlI7FLU_KJQAwtXqq0e0wa667mrcSqTQtC2_xM-Z.jpg?quality=95&as=32x36,48x54,72x81,108x121,160x180,240x270,360x405,480x540,540x607,640x720,720x810,1080x1215,1280x1440,1440x1620,1920x2160&from=bu&cs=510x574', 'https://sun9-78.userapi.com/s/v1/ig2/hWvwdFcacP9V6M9XbKCV8FtvAaSHeCDtYWUWU9cvEJyFMT_P6hHnFom2GlVYFRPC8rrhm4cSgBfJlYXKA5GKagfg.jpg?quality=95&as=32x36,48x54,72x81,108x121,160x180,240x270,360x405,480x540,540x607,640x720,720x810,1080x1215,1280x1440,1440x1620,1920x2160&from=bu&cs=510x574', 'https://sun9-24.userapi.com/s/v1/ig2/P4V7TksjFVibSnNATWszl3zfHvkT8Na8mbP3igu9qbUTL6wN3AZsFT7F_DZ4HhgZzbBJZqSnS1wZTQeYmWX4kNKp.jpg?quality=95&as=32x36,48x54,72x81,108x121,160x180,240x270,360x405,480x540,540x607,640x720,720x810,1080x1215,1280x1440,1440x1620,1920x2160&from=bu&cs=510x574', 'https://sun9-7.userapi.com/s/v1/ig2/loFHpM5VYIafZaChdfUjX8moyPzhEefzK6whS4sHKHevYDQ05ZmigyM0xMjcJC5tXLNl2nff8WpyIbg1buf-TF3z.jpg?quality=95&as=32x36,48x54,72x81,108x121,160x180,240x270,360x405,480x540,540x607,640x720,720x810,1080x1215,1280x1440,1440x1620,1920x2160&from=bu&cs=510x574']",888,724,0.26598396550562553,1,1,0,1,1,0,1,0,0,0
209379140,30513,,"['https://sun9-78.userapi.com/s/v1/ig2/jZwbasw9LtIVdhRFaVHnT28I3hH2mKXur_jx3zPQzdJaGiW56MUCHYU18JaWZHjgz_p2M64jQmiN-1RlfZNkW3U3.jpg?quality=95&as=32x31,48x47,72x70,108x105,160x156,240x234,360x351,480x468,540x526,640x623,720x701,1080x1052,1280x1247,1440x1403,1630x1588&from=bu&cs=510x497', 'https://sun9-12.userapi.com/s/v1/ig2/7fGpGbIHIg-lyLJuT-IJTAnw_nTx3dp_CW2cNoAjzmtkBso7wGj3EG1B3bH4Bzu61Iqz182jdUYbrl8gEssyXLaB.jpg?quality=95&as=32x31,48x47,72x70,108x105,160x155,240x233,360x350,480x466,540x524,640x622,720x699,1080x1049,1280x1243,1440x1398,1630x1583&from=bu&cs=510x495', 'https://sun9-62.userapi.com/s/v1/ig2/O7Pt-zajHosbJW8WVnv2vutYk1RgsYvrXa5KFnYrEs-45rl49_Ewk4S42W6wyBoqyxAiJpRSo2yiIw5hYO5YHVni.jpg?quality=95&as=32x39,48x58,72x87,108x131,160x194,240x291,360x436,480x581,540x654,640x775,720x872,736x891&from=bu&cs=510x617']",681,318,0.17538811056418024,1,1,0,1,1,0,1,0,0,0
209379140,30498,я не виноват что сайт не давал загрузить картинки а вот кое где такого нет... где же такого нет...,"['https://sun9-16.userapi.com/s/v1/ig2/X9sDi5GOI5f3qxlmB2MOp496yhDURiUgi6qdbNt8KQCbV1hVnL9tGqoWgSQdPeSZMQEfO1oKI_-lSxnUbWNEUfzg.jpg?quality=95&as=32x36,48x54,72x81,108x122,160x180,240x270,360x405,480x540,540x608,640x720,720x811,1080x1216,1137x1280&from=bu&cs=510x574', 'https://sun9-50.userapi.com/s/v1/ig2/fTqgd1UhtF09TBafQHcSwE6Vu3U2rdVsWtgRdGIXLRwAe7F26uixSoiGdJ7jZzOaqGP0mIiFE0I7Ay0VRRTP_PlQ.jpg?quality=95&as=32x36,48x55,72x82,108x123,160x182,240x273,360x409,480x546,540x614,640x728,720x818,1080x1228,1126x1280&from=bu&cs=510x580', 'https://sun9-34.userapi.com/s/v1/ig2/TQPU9VbEHywQMXD8Ixed1nOyn_PRCWgnBFFbBDWWXaq3oFL3g_SdLDxNpgay4xB378rfcK0lzP58CW3yDH_Uh0uA.jpg?quality=95&as=32x36,48x54,72x81,108x122,160x180,240x270,360x405,480x540,540x608,640x720,720x811,1080x1216,1137x1280&from=bu&cs=510x574']",576,225,0.14024717893605587,0,1,0,1,1,0,1,1,1,0
209379140,30495,,"['https://sun9-69.userapi.com/s/v1/ig2/b5Hts0ZCvk9W_2B_-LihEzqIe54_e53jNIBoaLoZNvdAGcgzEBPynRoKCmjeFlUbi359aE271NkiCBLn06kdHaWU.jpg?quality=95&as=32x50,48x75,72x113,108x169,160x250,240x375,360x563,480x751,540x844,640x1001,720x1126,1080x1689,1280x2002,1440x2252,1637x2560&from=bu&cs=510x798']",575,135,0.14380837880329234,1,1,1,1,1,0,0,0,0,0
209379140,30488,,"['https://sun9-61.userapi.com/s/v1/ig2/7kU4sGpHyjMUgKFQ3Mb70wsM_tH1z4DCJ7bLJfKCiE5ETvjI-XmegEU5Se7jv1jmWPrUkqw9w3lsy4Q-RKnL3qeG.jpg?quality=95&as=32x36,48x54,72x81,108x121,160x180,240x270,360x405,480x540,540x607,640x720,720x810,1080x1215,1280x1440,1440x1620,1920x2160&from=bu&cs=510x574']",373,68,0.09711715395624616,1,1,0,1,1,0,0,0,0,0
209379140,30476,,"['https://sun9-50.userapi.com/s/v1/ig2/4keVs1s0AWDjr8S-_Qk2kJGkxaoKDYP7znThnBfAehG30w9rAagtFHolFzBdi-5_iMcWsiRlTceFgmx-ebPY5VQK.jpg?quality=95&as=32x33,48x49,72x74,108x110,160x164,240x245,360x368,480x491,540x552,640x655,720x736,1080x1105,1280x1309,1440x1473,1920x1964&from=bu&cs=510x522']",530,99,0.1334710337365988,1,1,0,1,1,0,0,0,0,0
205549974,16346,альбом 2025 который покажет себя в топах🖤,"['https://sun9-43.userapi.com/s/v1/ig2/IHRenaBrT7AxoHpSuvAEcOcD6iXm0GquRvR2EqkJ-Ulk_aQqAoLf9k_0IDmGUuHEKkrlqZirVVe6ttO8GWk9n17H.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080,1280x1280,1440x1440,2560x2560&from=bu&cs=510x510']",9,2,0.003601440576230492,0,1,1,1,0,0,1,0,0,0
205549974,17570,,"['https://sun9-77.userapi.com/s/v1/ig2/wCPHnfJ7jtZDCv5b3J5XdiKctC2iYtUXwD4KLGJZ3CHsTu3k478nNWIPrGNH6ZxtXF2d0MGH1-Km_2Vc0v_hi1Np.jpg?quality=95&as=32x43,48x64,72x97,108x145,160x215,240x322,360x483,480x645,540x725,640x860,720x967,898x1206&from=bu&cs=510x685']",42,4,0.0707442888725129,0,0,0,0,1,0,0,0,0,1
205549974,17568,,"['https://sun9-53.userapi.com/s/v1/ig2/-SwRKS1FzYIvUDRJ6mYpXasLFZ-fjiBdKU2Setmcnt5dooV3ERxbaUw8aqlhDuFJiMdcS2CfwTN_m2euxXA5mPMN.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x641,720x721,1080x1081&from=bu&cs=510x510']",111,16,0.22350993377483444,0,0,0,1,1,1,0,0,0,1
205549974,17565,,"['https://sun9-60.userapi.com/s/v1/ig2/zUkiI18icy9ZizyxayTDzMu8xNjUIMRh0qQET0CJlwiZ8VY-b-cCg1-sXhj3cxJhbeYTdhDOhDM2NcCoQMMo2_An.jpg?quality=95&as=32x29,48x43,72x65,108x98,160x145,240x217,360x326,480x435,540x489&from=bu&cs=510x462']",41,19,0.13404050144648022,0,1,0,1,1,0,1,0,0,0
205549974,17563,,"['https://sun2-18.userapi.com/s/v1/ig2/ScYEZUgyRCwkwsOUK_g0wgrqNAZnT9dDfmhXRYGBm1p_U1crj5LmsWxNRYWPNtInosp4bwADVjZK2LGd1Fse5Aje.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,450x600&from=bu&cs=450x600']",313,23,0.21523691545370083,0,0,0,1,1,0,0,0,0,0
205549974,17560,,"['https://sun9-47.userapi.com/s/v1/ig2/XJyhnovNNs0JIZ6DyyZN3ZuPlLR70ngYt2r1SRIvpZmlSb-z1kqmcReHCaL5Fh_uuWw_7K8Au-MT7BdEi_8qest2.jpg?quality=95&as=32x36,48x54,72x81,108x121,160x179,240x269,360x403,480x537,540x604,640x716,720x806,821x919&from=bu&cs=510x571']",66,9,0.15634218289085547,0,1,0,0,1,0,0,0,0,0
205549974,17544,,"['https://sun9-31.userapi.com/s/v1/ig2/mhCChpWpvbJs7gWRcFqTqJKmgvLCDPdVD0ZozxivmvcU2vMmBEsPS4o8JzZ7wF4vwlDnW-z0ICSyxN-zG1eP8x4K.jpg?quality=95&as=32x29,48x43,72x65,108x98,160x145,240x217,360x326,480x434,540x489,640x579,720x652,960x869&from=bu&cs=510x462']",139,3,0.11628849270664506,1,1,0,1,1,1,0,0,0,0
205549974,17542,,"['https://sun9-71.userapi.com/s/v1/ig2/0haGDR9wLGqs9vGGhN9xWVZbW2YEQpj2QXhwCujmohnWYX4bxsFlp5rbs_D7A3lzsU7fYdACoezvyj9kTYqjtu_2.jpg?quality=95&as=32x30,48x45,72x68,108x102,160x151,240x226,360x340,460x434&from=bu&cs=460x434']",398,5,0.2272345194732418,0,1,0,1,0,1,0,1,0,0
205549974,17535,,"['https://sun9-75.userapi.com/s/v1/ig2/Z7ofS0CUoVva6LjI3SdqDGzE2BVfymRKHfoERF-q0Y03Dr0D0zh7BiSjmA8hK8_ml05yNmVE9ioTp7pYiF6-uDYN.jpg?quality=95&as=32x29,48x43,72x65,108x98,160x145,240x217,360x326,470x425&from=bu&cs=470x425']",316,23,0.16144633809304468,0,1,0,1,0,1,0,0,0,0
205549974,17501,,"['https://sun2-19.userapi.com/s/v1/ig2/dRbUrwv5nN0zwUYfJf2fQDxpkAnRBHekx41oVFYolNSwZErwPKkJZubh4LV6oARj41MNgE4fAr9WpMTRd7spI3KX.jpg?quality=95&as=32x32,48x48,72x73,108x109,160x162,240x242,360x364,480x485,540x545,607x613&from=bu&cs=510x515']",493,18,0.15552564677732914,0,0,0,1,1,0,1,0,0,0
205549974,17494,,"['https://sun2-22.userapi.com/s/v1/ig2/Lq9Yu1ydmzIcC35r1J2K9-JWBE7EyMNPVTUSI0GmCEc3i7FKjL8NnNBtjzDnwhDdXiMUiXn8urEsKIQRdqfC-P6h.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640&from=bu&cs=510x510']",366,9,0.15743621655258244,0,1,0,1,1,1,0,0,0,0
205549974,17485,,"['https://sun9-49.userapi.com/s/v1/ig2/3A59p6cFu8PWVVCCchAkyPHMPAIXr2iilfaDX9zU3G2WvF0wuY3Hhg_9CDtRsBhcj9FuuFz5SrykUoy2fJW5izpw.jpg?quality=95&as=32x48,48x72,72x108,108x162,160x240,240x360,360x540,480x720,540x810,640x960,720x1080,1080x1620,1168x1752&from=bu&cs=510x765']",207,28,0.2010496568429552,0,1,0,1,1,0,1,0,0,0
205549974,17461,,"['https://sun2-18.userapi.com/s/v1/ig2/b86BNWOlwQ7ZUv1rVJYRAVCJ8Mrf5EMCxwgYkVU81L5i6Za79qaSsQqGwzVCIA0kgT2cqj6Ohxm0uwlKqZuwsD47.jpg?quality=95&as=32x39,48x59,72x89,108x133,160x197,240x296,360x444,480x592,540x665,640x789,693x854&from=bu&cs=510x628']",1396,136,0.1738752445120626,0,1,0,1,1,0,0,0,0,0
